"500","1","1","0"
"500","2","0","0"
"500","3","1","0"
"500","4","0","0"
"500","5","0","0"
"500","6","0","0"
"1100","20","1","100"
"1100","20","2","100"
"1100","20","3","100"
"1100","20","4","100"
"1100","20","5","100"
"1100","20","6","100"
"1100","20","7","100"
"1100","20","8","100"
"1100","20","9","100"
"1100","20","10","100"
"1100","20","11","100"
"1100","20","12","100"
"1100","20","13","100"
"1100","20","14","100"
"1100","20","15","100"
"1100","20","16","100"
"1100","20","17","100"
"1100","20","18","100"
"1100","20","19","100"
"1100","20","20","100"
"1100","20","21","100"
"1100","20","22","100"
"1100","20","23","100"
"1100","20","24","100"
"1100","20","25","100"
"1100","20","26","100"
"1100","20","27","100"
"1100","20","28","100"
"1100","20","29","0"
"1100","20","30","100"
"1100","20","31","100"
"1100","20","32","100"
"1100","20","33","100"
"1100","20","34","100"
"1100","20","35","100"
"1100","20","36","100"
"1100","20","37","100"
"1100","30","1","100"
"1100","30","2","100"
"1100","30","3","100"
"1100","30","4","100"
"1100","30","5","100"
"1100","30","6","100"
"1100","30","7","100"
"1100","30","8","100"
"1100","30","9","100"
"1100","30","10","100"
"1100","30","11","100"
"1100","30","12","100"
"1100","30","13","100"
"1100","30","14","100"
"1100","30","15","100"
"1100","30","16","100"
"1100","30","17","100"
"1100","30","18","100"
"1100","30","19","100"
"1100","30","20","100"
"1100","30","21","100"
"1100","30","22","100"
"1100","30","23","100"
"1100","30","24","100"
"1100","30","25","100"
"1100","30","26","100"
"1100","30","27","100"
"1100","30","28","100"
"1100","30","29","0"
"1100","30","30","100"
"1100","30","31","100"
"1100","30","32","100"
"1100","30","33","100"
"1100","30","34","100"
"1100","30","35","100"
"1100","30","36","100"
"1100","30","37","100"
"1100","40","1","0"
"1100","40","2","0"
"1100","40","3","0"
"1100","40","4","0"
"1100","40","5","0"
"1100","40","6","0"
"1100","40","7","0"
"1100","40","8","0"
"1100","40","9","0"
"1100","40","10","0"
"1100","40","11","0"
"1100","40","12","0"
"1100","40","13","0"
"1100","40","14","0"
"1100","40","15","0"
"1100","40","16","0"
"1100","40","17","0"
"1100","40","18","0"
"1100","40","19","0"
"1100","40","20","0"
"1100","40","21","0"
"1100","40","22","0"
"1100","40","23","0"
"1100","40","24","0"
"1100","40","25","0"
"1100","40","26","0"
"1100","40","27","0"
"1100","40","28","0"
"1100","40","29","0"
"1100","40","30","0"
"1100","40","31","0"
"1100","40","32","0"
"1100","40","33","0"
"1100","40","34","0"
"1100","40","35","0"
"1100","40","36","0"
"1100","40","37","0"
"1100","40","38","100"
"1100","40","39","100"
"1100","40","40","100"
"1100","40","41","100"
"1100","40","42","100"
"1100","40","43","100"
"1100","40","44","100"
"1100","40","45","100"
"1100","40","46","100"
"1100","40","47","100"
"1100","40","48","100"
"1100","40","49","100"
"1100","40","50","100"
"1100","40","51","100"
"1100","40","52","100"
"1100","50","1","0"
"1100","50","2","0"
"1100","50","3","0"
"1100","50","4","0"
"1100","50","5","0"
"1100","50","6","0"
"1100","50","7","0"
"1100","50","8","0"
"1100","50","9","0"
"1100","50","10","0"
"1100","50","11","0"
"1100","50","12","0"
"1100","50","13","0"
"1100","50","14","0"
"1100","50","15","0"
"1100","50","16","0"
"1100","50","17","0"
"1100","50","18","0"
"1100","50","19","0"
"1100","50","20","0"
"1100","50","21","0"
"1100","50","22","0"
"1100","50","23","0"
"1100","50","24","0"
"1100","50","25","0"
"1100","50","26","0"
"1100","50","27","0"
"1100","50","28","0"
"1100","50","29","0"
"1100","50","30","0"
"1100","50","31","0"
"1100","50","32","0"
"1100","50","33","0"
"1100","50","34","0"
"1100","50","35","0"
"1100","50","36","0"
"1100","50","37","0"
"1100","50","38","100"
"1100","50","39","100"
"1100","50","40","100"
"1100","50","41","100"
"1100","50","42","100"
"1100","50","43","100"
"1100","50","44","100"
"1100","50","45","100"
"1100","50","46","100"
"1100","50","47","100"
"1100","50","48","100"
"1100","50","49","100"
"1100","50","50","100"
"1100","50","51","100"
"1100","50","52","100"
"1100","60","1","0"
"1100","60","2","0"
"1100","60","3","0"
"1100","60","4","0"
"1100","60","5","0"
