"1000","1","30","0","0","0","0","0"
"2000","1","880","0","0","0","0","0"
"3000","1","100","0","0","0","0","0"
"4000","1","50","0","0","0","0","0"
"5000","2","0","0","0","0","0","0"
"6000","2","0","0","0","0","0","0"
"7000","3","0","0","0","0","0","0"
"8000","3","0","0","0","0","0","0"
"9000","3","0","0","0","0","0","0"
"10000","2","0","0","0","0","0","0"
"11000","2","0","0","0","0","0","0"
"12000","3","0","0","0","0","0","0"
"13000","9","0","0","0","0","0","0"
"13010","3","0","0","0","0","0","0"
"13020","2","0","0","0","0","0","0"
"13030","2","0","0","0","0","0","0"
"13040","2","0","0","0","0","0","0"
"13050","2","0","0","0","0","0","0"
"13060","2","0","0","0","0","0","0"
"13070","2","0","0","0","0","0","0"
"13080","2","0","0","0","0","0","0"
"13090","3","0","0","0","0","0","0"
"13100","3","0","0","0","0","0","0"
"13110","3","0","0","0","0","0","0"
"13120","3","0","0","0","0","0","0"
"13130","2","0","0","0","0","0","0"
"13140","2","0","0","0","0","0","0"
"13150","9","0","0","0","0","0","0"
"13160","9","0","0","0","0","0","0"
"13170","9","0","0","0","0","0","0"
"13180","9","0","0","0","0","0","0"
"13190","9","0","0","0","0","0","0"
"13200","3","0","0","0","0","0","0"
"13210","9","0","0","0","0","0","0"
"13220","3","0","0","0","0","0","0"
"13230","3","0","0","0","0","0","0"
"13240","3","0","0","0","0","0","0"
"13250","3","0","0","0","0","0","0"
"13260","3","0","0","0","0","0","0"
"13270","3","0","0","0","0","0","0"
"13280","3","0","0","0","0","0","0"
"13290","3","0","0","0","0","0","0"
"13300","3","0","0","0","0","0","0"
"13310","3","0","0","0","0","0","0"
"13320","3","0","0","0","0","0","0"
"13330","3","0","0","0","0","0","0"
"13340","3","0","0","0","0","0","0"
"13350","3","0","0","0","0","0","0"
"13360","3","0","0","0","0","0","0"
"13370","3","0","0","0","0","0","0"
"13380","3","0","0","0","0","0","0"
"13390","9","0","0","0","0","0","0"
"13400","9","0","0","0","0","0","0"
"13410","3","0","0","0","0","0","0"
"13420","2","0","0","0","0","0","0"
"13430","9","0","0","0","0","0","0"
"13440","9","0","0","0","0","0","0"
"13450","3","0","0","0","0","0","0"
"13460","3","0","0","0","0","0","0"
"13470","3","0","0","0","0","0","0"
"13480","3","0","0","0","0","0","0"
"13490","3","0","0","0","0","0","0"
"13500","3","0","0","0","0","0","0"
"13510","3","0","0","0","0","0","0"
"13520","3","0","0","0","0","0","0"
"13530","9","0","0","0","0","0","0"
"13540","3","0","0","0","0","0","0"
"13550","3","0","0","0","0","0","0"
"13560","9","0","0","0","0","0","0"
"13570","9","0","0","0","0","0","0"
"13580","2","0","0","0","0","0","0"
"13590","3","0","0","0","0","0","0"
"13600","9","0","0","0","0","0","0"
"13610","3","0","0","0","0","0","0"
"13620","3","0","0","0","0","0","0"
"13630","3","0","0","0","0","0","0"
"13640","3","0","0","0","0","0","0"
"13650","3","0","0","0","0","0","0"
"13660","3","0","0","0","0","0","0"
"13670","3","0","0","0","0","0","0"
"13680","3","0","0","0","0","0","0"
"13690","3","0","0","0","0","0","0"
"13700","3","0","0","0","0","0","0"
"13710","3","0","0","0","0","0","0"
"13720","3","0","0","0","0","0","0"
"13730","3","0","0","0","0","0","0"
"13740","3","0","0","0","0","0","0"
