"1","0","1","500","500","500","500"
"2","0","2","300","300","300","300"
"3","0","3","500","500","500","500"
"4","0","4","200","200","200","200"
"5","0","5","200","200","200","200"
"6","0","6","200","200","200","200"
"7","0","7","100","100","100","100"
"8","0","8","500","500","500","500"
"9","0","9","500","500","500","500"
"10","0","10","500","500","500","500"
"11","0","11","500","500","500","500"
"12","0","12","500","500","500","500"
"13","0","13","500","500","500","500"
"14","0","14","500","500","500","500"
"15","0","15","500","500","500","500"
"16","0","16","500","500","500","500"
"17","0","17","500","500","500","500"
"18","0","18","500","500","500","500"
"19","0","19","500","500","500","500"
"20","0","20","500","500","500","500"
"21","0","21","500","500","500","500"
"22","0","22","500","500","500","500"
"23","0","23","500","500","500","500"
"24","20","1","0","0","0","0"
"25","20","2","-200","1400","1680","2100"
"26","20","3","-400","0","0","0"
"27","20","4","-200","0","0","0"
"28","20","5","400","-200","-240","-300"
"29","20","6","200","-200","-240","-300"
"30","20","7","200","-100","-120","-150"
"31","20","8","-300","4500","5400","6750"
"32","20","9","0","0","0","0"
"33","20","10","0","-450","-540","-675"
"34","20","11","0","0","0","0"
"35","20","12","0","-450","-540","-675"
"36","20","13","30","-450","-540","-675"
"37","20","14","30","-450","-540","-675"
"38","20","15","30","-450","-540","-675"
"39","20","16","30","-450","-540","-675"
"40","20","17","30","-450","-540","-675"
"41","20","18","30","-450","-540","-675"
"42","20","19","30","-450","-540","-675"
"43","20","20","30","-450","-540","-675"
"44","20","21","30","-450","-540","-675"
"45","20","22","30","-450","-540","-675"
"46","20","23","0","0","0","0"
"47","30","1","0","0","0","0"
"48","30","2","-200","1400","1680","2100"
"49","30","3","-400","0","0","0"
"50","30","4","-200","0","0","0"
"51","30","5","400","-200","-240","-300"
"52","30","6","200","-200","-240","-300"
"53","30","7","200","-100","-120","-150"
"54","30","8","0","4000","4800","6000"
"55","30","9","0","0","0","0"
"56","30","10","0","-450","-540","-675"
"57","30","11","-300","500","600","750"
"58","30","12","0","-450","-540","-675"
"59","30","13","30","-450","-540","-675"
"60","30","14","30","-450","-540","-675"
"61","30","15","30","-450","-540","-675"
"62","30","16","30","-450","-540","-675"
"63","30","17","30","-450","-540","-675"
"64","30","18","30","-450","-540","-675"
"65","30","19","30","-450","-540","-675"
"66","30","20","30","-450","-540","-675"
"67","30","21","30","-450","-540","-675"
"68","30","22","30","-450","-540","-675"
"69","30","23","0","0","0","0"
"70","40","1","0","0","0","0"
"71","40","2","-200","950","1140","1425"
"72","40","3","-400","0","0","0"
"73","40","4","-200","0","0","0"
"74","40","5","400","-200","-240","-300"
"75","40","6","200","-200","-240","-300"
"76","40","7","200","-100","-120","-150"
"77","40","8","0","3500","4200","5250"
"78","40","9","0","0","0","0"
"79","40","10","0","-450","-540","-675"
"80","40","11","30","-450","-540","-675"
"81","40","12","30","-450","-540","-675"
"82","40","13","-300","500","600","750"
"83","40","14","0","500","600","750"
"84","40","15","30","-450","-540","-675"
"85","40","16","30","-450","-540","-675"
"86","40","17","30","-450","-540","-675"
"87","40","18","30","-450","-540","-675"
"88","40","19","30","-450","-540","-675"
"89","40","20","30","-450","-540","-675"
"90","40","21","30","-450","-540","-675"
"91","40","22","30","-450","-540","-675"
"92","40","23","0","0","0","0"
"93","50","1","0","0","0","0"
"94","50","2","-200","950","1140","1425"
"95","50","3","-400","0","0","0"
"96","50","4","-200","0","0","0"
"97","50","5","400","-200","-240","-300"
"98","50","6","200","-200","-240","-300"
"99","50","7","200","-100","-120","-150"
"100","50","8","0","3500","4200","5250"
"101","50","9","0","0","0","0"
"102","50","10","0","-450","-540","-675"
"103","50","11","30","-450","-540","-675"
"104","50","12","30","-450","-540","-675"
"105","50","13","30","-450","-540","-675"
"106","50","14","30","-450","-540","-675"
"107","50","15","-300","500","600","750"
"108","50","16","0","500","600","750"
"109","50","17","30","-450","-540","-675"
"110","50","18","30","-450","-540","-675"
"111","50","19","30","-450","-540","-675"
"112","50","20","30","-450","-540","-675"
"113","50","21","30","-450","-540","-675"
"114","50","22","30","-450","-540","-675"
"115","50","23","0","0","0","0"
"116","60","1","0","0","0","0"
"117","60","2","-200","950","1140","1425"
"118","60","3","-400","0","0","0"
"119","60","4","-200","0","0","0"
"120","60","5","400","-200","-240","-300"
"121","60","6","200","-200","-240","-300"
"122","60","7","200","-100","-120","-150"
"123","60","8","0","3500","4200","5250"
"124","60","9","0","0","0","0"
"125","60","10","0","-450","-540","-675"
"126","60","11","30","-450","-540","-675"
"127","60","12","30","-450","-540","-675"
"128","60","13","30","-450","-540","-675"
"129","60","14","30","-450","-540","-675"
"130","60","15","30","-450","-540","-675"
"131","60","16","30","-450","-540","-675"
"132","60","17","-300","500","600","750"
"133","60","18","0","500","600","750"
"134","60","19","30","-450","-540","-675"
"135","60","20","30","-450","-540","-675"
"136","60","21","30","-450","-540","-675"
"137","60","22","30","-450","-540","-675"
"138","60","23","0","0","0","0"
"139","70","1","0","0","0","0"
"140","70","2","-200","950","1140","1425"
"141","70","3","-400","0","0","0"
"142","70","4","-200","0","0","0"
"143","70","5","400","-200","-240","-300"
"144","70","6","200","-200","-240","-300"
"145","70","7","200","-100","-120","-150"
"146","70","8","0","3500","4200","5250"
"147","70","9","0","0","0","0"
"148","70","10","0","-450","-540","-675"
"149","70","11","30","-450","-540","-675"
"150","70","12","30","-450","-540","-675"
"151","70","13","30","-450","-540","-675"
"152","70","14","30","-450","-540","-675"
"153","70","15","30","-450","-540","-675"
"154","70","16","30","-450","-540","-675"
"155","70","17","30","-450","-540","-675"
"156","70","18","30","-450","-540","-675"
"157","70","19","-300","500","600","750"
"158","70","20","0","500","600","750"
"159","70","21","30","-450","-540","-675"
"160","70","22","30","-450","-540","-675"
"161","70","23","0","0","0","0"
"162","80","1","0","0","0","0"
"163","80","2","-200","950","1140","1425"
"164","80","3","-400","0","0","0"
"165","80","4","-200","0","0","0"
"166","80","5","400","-200","-240","-300"
"167","80","6","200","-200","-240","-300"
"168","80","7","200","-100","-120","-150"
"169","80","8","0","3500","4200","5250"
"170","80","9","0","0","0","0"
"171","80","10","0","-450","-540","-675"
"172","80","11","30","-450","-540","-675"
"173","80","12","30","-450","-540","-675"
"174","80","13","30","-450","-540","-675"
"175","80","14","30","-450","-540","-675"
"176","80","15","30","-450","-540","-675"
"177","80","16","30","-450","-540","-675"
"178","80","17","30","-450","-540","-675"
"179","80","18","30","-450","-540","-675"
"180","80","19","30","-450","-540","-675"
"181","80","20","30","-450","-540","-675"
"182","80","21","-300","500","600","750"
"183","80","22","0","500","600","750"
"184","80","23","0","0","0","0"
"185","90","1","0","0","0","0"
"186","90","2","-200","1100","1320","1650"
"187","90","3","-400","0","0","0"
"188","90","4","-200","0","0","0"
"189","90","5","400","-200","-240","-300"
"190","90","6","200","-200","-240","-300"
"191","90","7","200","-100","-120","-150"
"192","90","8","0","3600","4320","5400"
"193","90","9","0","0","0","0"
"194","90","10","0","-500","-600","-750"
"195","90","11","0","-300","-360","-450"
"196","90","12","0","-400","-480","-600"
"197","90","13","0","-300","-360","-450"
"198","90","14","0","-300","-360","-450"
"199","90","15","0","-300","-360","-450"
"200","90","16","0","-300","-360","-450"
"201","90","17","0","-300","-360","-450"
"202","90","18","0","-300","-360","-450"
"203","90","19","0","-300","-360","-450"
"204","90","20","0","-300","-360","-450"
"205","90","21","0","-300","-360","-450"
"206","90","22","0","-300","-360","-450"
"207","90","23","0","0","0","0"
"208","100","1","0","0","0","0"
"209","100","2","-300","2000","2400","3000"
"210","100","3","300","1000","1200","1500"
"211","100","4","1000","0","0","0"
"212","100","5","2800","-200","-240","-300"
"213","100","6","1300","-200","-240","-300"
"214","100","7","900","-100","-120","-150"
"215","100","8","0","3600","4320","5400"
"216","100","9","0","400","480","600"
"217","100","10","0","-500","-600","-750"
"218","100","11","-500","-500","-600","-750"
"219","100","12","-500","-500","-600","-750"
"220","100","13","-500","-500","-600","-750"
"221","100","14","-500","-500","-600","-750"
"222","100","15","-500","-500","-600","-750"
"223","100","16","-500","-500","-600","-750"
"224","100","17","-500","-500","-600","-750"
"225","100","18","-500","-500","-600","-750"
"226","100","19","-500","-500","-600","-750"
"227","100","20","-500","-500","-600","-750"
"228","100","21","-500","-500","-600","-750"
"229","100","22","-500","-500","-600","-750"
"230","100","23","0","0","0","0"
"231","110","1","0","0","0","0"
"232","110","2","-300","2000","2400","3000"
"233","110","3","300","1000","1200","1500"
"234","110","4","1000","0","0","0"
"235","110","5","2800","-200","-240","-300"
"236","110","6","1300","-200","-240","-300"
"237","110","7","900","-100","-120","-150"
"238","110","8","0","3600","4320","5400"
"239","110","9","0","400","480","600"
"240","110","10","0","-500","-600","-750"
"241","110","11","-500","-500","-600","-750"
"242","110","12","-500","-500","-600","-750"
"243","110","13","-500","-500","-600","-750"
"244","110","14","-500","-500","-600","-750"
"245","110","15","-500","-500","-600","-750"
"246","110","16","-500","-500","-600","-750"
"247","110","17","-500","-500","-600","-750"
"248","110","18","-500","-500","-600","-750"
"249","110","19","-500","-500","-600","-750"
"250","110","20","-500","-500","-600","-750"
"251","110","21","-500","-500","-600","-750"
"252","110","22","-500","-500","-600","-750"
"253","110","23","0","0","0","0"
"254","120","1","0","0","0","0"
"255","120","2","-300","2000","2400","3000"
"256","120","3","300","1000","1200","1500"
"257","120","4","1000","0","0","0"
"258","120","5","2800","-200","-240","-300"
"259","120","6","1300","-200","-240","-300"
"260","120","7","900","-100","-120","-150"
"261","120","8","0","3600","4320","5400"
"262","120","9","0","400","480","600"
"263","120","10","0","-500","-600","-750"
"264","120","11","-500","-500","-600","-750"
"265","120","12","-500","-500","-600","-750"
"266","120","13","-500","-500","-600","-750"
"267","120","14","-500","-500","-600","-750"
"268","120","15","-500","-500","-600","-750"
"269","120","16","-500","-500","-600","-750"
"270","120","17","-500","-500","-600","-750"
"271","120","18","-500","-500","-600","-750"
"272","120","19","-500","-500","-600","-750"
"273","120","20","-500","-500","-600","-750"
"274","120","21","-500","-500","-600","-750"
"275","120","22","-500","-500","-600","-750"
"276","120","23","0","0","0","0"
"277","130","1","0","0","0","0"
"278","130","2","-300","1000","1200","1500"
"279","130","3","-300","0","0","0"
"280","130","4","0","0","0","0"
"281","130","5","2000","-200","-240","-300"
"282","130","6","2000","-200","-240","-300"
"283","130","7","500","-100","-120","-150"
"284","130","8","0","0","0","0"
"285","130","9","0","5000","6000","7500"
"286","130","10","2000","-500","-600","-750"
"287","130","11","-500","-500","-600","-750"
"288","130","12","-500","-500","-600","-750"
"289","130","13","-500","-500","-600","-750"
"290","130","14","-500","-500","-600","-750"
"291","130","15","-500","-500","-600","-750"
"292","130","16","-500","-500","-600","-750"
"293","130","17","-500","-500","-600","-750"
"294","130","18","-500","-500","-600","-750"
"295","130","19","-500","-500","-600","-750"
"296","130","20","-500","-500","-600","-750"
"297","130","21","-500","-500","-600","-750"
"298","130","22","-500","-500","-600","-750"
"299","130","23","100","1000","1200","1500"
"300","140","1","0","0","0","0"
"301","140","2","-300","1000","1200","1500"
"302","140","3","-300","0","0","0"
"303","140","4","0","0","0","0"
"304","140","5","2000","-200","-240","-300"
"305","140","6","2000","-200","-240","-300"
"306","140","7","500","-100","-120","-150"
"307","140","8","0","0","0","0"
"308","140","9","0","5000","6000","7500"
"309","140","10","2000","-500","-600","-750"
"310","140","11","-500","-500","-600","-750"
"311","140","12","-500","-500","-600","-750"
"312","140","13","-500","-500","-600","-750"
"313","140","14","-500","-500","-600","-750"
"314","140","15","-500","-500","-600","-750"
"315","140","16","-500","-500","-600","-750"
"316","140","17","-500","-500","-600","-750"
"317","140","18","-500","-500","-600","-750"
"318","140","19","-500","-500","-600","-750"
"319","140","20","-500","-500","-600","-750"
"320","140","21","-500","-500","-600","-750"
"321","140","22","-500","-500","-600","-750"
"322","140","23","100","1000","1200","1500"
